Name;Date;Location;Crewed or Uncrewed;High Temp;Low Temp;Ave Temp;Hist High Temp;Hist Low Temp;Hist Ave Temp;Percipitation at Launch Time;Hist Ave Percipitation;Wind Direction;Max Wind Speed;Visibility;Sea Level Pressure;Condition;Launched?;;;
Dawn;27-Set-07;Cape Canaveral;Uncrewed;87;77;82.06;88;72;80;0.08;0.25;E;17;10;30.02;Partly Cloudy;Y;;;
;28-Set-07;Cape Canaveral;Uncrewed;89;73;80.03;87;72;80;0;0.25;W;12;10;29.98;Fair;N;;;
;29-Set-07;Cape Canaveral;Uncrewed;89;77;82.26;87;72;79;0.35;0.26;NE;28;10;30.07;T-Storm;N;;;
;16-Oct-89;Kennedy;Uncrewed;86;0;76.38;84;68;76;0;0.16;W;15;20;30.04;Partly Cloudy;N;;;
;17-Oct-89;Kennedy;Uncrewed;85;74;80.48;84;68;76;0;0.15;W;14;20;30.01;Partly Cloudy;N;;;
Galileo;18-Oct-89;Kennedy;Uncrewed;89;0;61.67;84;68;76;0.1;0.16;NW;16;20;29.99;Cloudy;Y;;;
;19-Oct-89;Kennedy;Uncrewed;82;0;52.75;84;67;76;0.1;0.15;W;18;10;30.06;Rain;N;;;
;20-Oct-89;Kennedy;Uncrewed;63;0;53.91;83;67;75;0;0.16;NW;24;20;30.24;Fair;N;;;
;6-Ago-01;Cape Canaveral;Uncrewed;87;70;78.36;91;73;82;0.08;0.24;E;22;10;30.15;Cloudy;N;;;
;7-Ago-01;Cape Canaveral;Uncrewed;88;74;80.46;91;73;82;0;0.25;E;12;10;30.17;Fair;N;;;
Genesis;8-Ago-01;Cape Canaveral;Uncrewed;89;73;80.74;91;73;82;0;0.25;N;10;10;30.12;Fair;Y;;;
;9-Ago-01;Cape Canaveral;Uncrewed;90;75;81.52;91;73;82;0;0.26;E;14;10;30.08;Fair;N;;;
;10-Ago-01;Cape Canaveral;Uncrewed;88;74;80.79;91;73;82;0;0.25;NE;13;10;30.08;Partly Cloudy;N;;;
;4-Oct-90;Kennedy;Uncrewed;88;0;70.64;86;71;79;0.3;0.21;W;14;20;30.11;Rain;N;;;
;5-Oct-90;Kennedy;Uncrewed;85;0;67.67;86;71;79;0.4;0.2;S;12;20;30.06;T-Storm;N;;;
Ulysses;6-Oct-90;Kennedy;Uncrewed;86;81;82.58;86;71;78;0;0.19;E;20;20;30.06;Partly Cloudy;Y;;;
;7-Oct-90;Kennedy;Uncrewed;87;0;79.12;86;70;78;0;0.2;E;21;21;30.07;Cloudy;N;;;
;8-Oct-90;Kennedy;Uncrewed;86;0;75.5;86;70;78;0.2;0.19;NE;17;20;30.04;Partly Cloudy;N;;;
;3-Ago-11;Cape Canaveral;Uncrewed;91;77;83.59;91;73;82;0;0.23;W;13;10;29.87;Fair;N;;;
;4-Ago-11;Cape Canaveral;Uncrewed;92;75;83.32;91;73;82;0.02;0.23;W;13;10;29.91;Cloudy;N;;;
Juno;5-Ago-11;Cape Canaveral;Uncrewed;93;77;84.7;91;73;82;0;0.23;NW;14;10;29.96;Fair;Y;;;
;6-Ago-11;Cape Canaveral;Uncrewed;93;77;85.29;91;73;82;0;0.24;E;12;10;29.98;Fair;N;;;
;7-Ago-11;Cape Canaveral;Uncrewed;95;77;84.19;91;73;82;0.02;0.25;W;15;10;29.96;Cloudy;N;;;
;17-Ene-06;Cape Canaveral;Uncrewed;79;56;68.67;71;49;60;0;0.07;S;18;10;30.02;Cloudy;N;;;
;18-Ene-06;Cape Canaveral;Uncrewed;71;49;58.67;71;49;60;0.16;0.07;W;22;10;30.34;Cloudy;N;;;
New Horizons;19-Ene-06;Cape Canaveral;Uncrewed;69;42;59.25;71;49;60;0;0.07;NE;15;10;30.34;Partly Cloudy;Y;;;
;20-Ene-06;Cape Canaveral;Uncrewed;74;64;68.61;71;49;60;0.05;0.07;E;15;10;30.27;Rain;N;;;
;21-Ene-06;Cape Canaveral;Uncrewed;77;67;71.61;72;49;60;0;0.07;E;14;10;30.24;Fair;N;;;
;10-Ene-05;Cape Canaveral;Uncrewed;51;0;33.04;71;49;60;0;0.07;NW;21;10;30.38;Fair;N;;;
;11-Ene-05;Cape Canaveral;Uncrewed;55;0;29.04;71;49;60;0;0.07;NW;14;10;30.4;Fair;N;;;
Deep Impact;12-Ene-05;Cape Canaveral;Uncrewed;59;0;36.78;71;49;60;0;0.08;NW;17;10;30.33;Fair;Y;;;
;13-Ene-05;Cape Canaveral;Uncrewed;61;0;38.96;71;49;60;0;0.07;N;8;10;30.35;Fair;N;;;
;14-Ene-05;Cape Canaveral;Uncrewed;67;43;55.39;71;49;60;0;0.08;NE;12;10;30.27;Cloudy;N;;;
;22-Oct-98;Cape Canaveral;Uncrewed;81;72;75.55;83;66;75;0;0.16;N;23;10;30.08;Cloudy;N;;;
;23-Oct-98;Cape Canaveral;Uncrewed;77;72;73.61;83;66;74;0;0.15;NE;24;10;30.18;Cloudy;N;;;
Deep Space 1;24-Oct-98;Cape Canaveral;Uncrewed;82;73;76.38;83;66;74;0;0.13;E;21;20;30.22;Cloudy;Y;;;
;25-Oct-98;Cape Canaveral;Uncrewed;82;73;76.96;82;65;74;0;0.14;NE;17;10;30.15;Cloudy;N;;;
;26-Oct-98;Cape Canaveral;Uncrewed;82;72;76.95;82;65;74;0;0.12;E;20;10;30.12;Partly Cloudy;N;;;
;5-Feb-99;Cape Canaveral;Uncrewed;75;61;68.46;73;51;62;0;0.08;NE;17;10;30.24;Fair;N;;;
;6-Feb-99;Cape Canaveral;Uncrewed;75;57;66.45;73;51;62;0;0.09;E;12;10;30.18;Fair;N;;;
Stardust;7-Feb-99;Cape Canaveral;Uncrewed;81;61;69.55;73;51;62;0;0.08;SW;16;7;30.09;Fair;Y;;;
;8-Feb-99;Cape Canaveral;Uncrewed;82;0;67.52;73;51;62;0;0.09;W;14;7;30.07;Cloudy;N;;;
;9-Feb-99;Cape Canaveral;Uncrewed;79;61;68.91;73;51;62;0.12;0.08;NE;12;7;30.16;Rain;N;;;
;3-Set-77;Cape Canaveral;Uncrewed;85;0;49.63;89;73;81;0;0.27;SE;20;7;30.05;Cloudy;N;;;
;4-Set-77;Cape Canaveral;Uncrewed;85;0;67.2;89;73;81;0;0.25;S;14;10;30.03;Cloudy;N;;;
Voyager 1;5-Set-77;Cape Canaveral;Uncrewed;88;0;77.54;89;73;81;0;0.23;SE;15;80;29.99;Cloudy;Y;;;
;6-Set-77;Cape Canaveral;Uncrewed;89;0;48.09;89;73;81;0;0.24;SE;21;10;30.02;Cloudy;N;;;
;7-Set-77;Cape Canaveral;Uncrewed;94;77;83.54;89;73;81;0;0.24;SE;15;10;30.07;Partly Cloudy;N;;;
;18-Ago-77;Cape Canaveral;Uncrewed;94;0;76.36;91;73;82;0;0.24;SW;14;10;30.04;Partly Cloudy;N;;;
;19-Ago-77;Cape Canaveral;Uncrewed;95;76;84.54;90;73;82;0;0.26;W;21;15;30.03;Cloudy;N;;;
Voyager 2;20-Ago-77;Cape Canaveral;Uncrewed;91;0;74.48;90;73;82;0;0.24;W;14;10;30.03;Cloudy;Y;;;
;21-Ago-77;Cape Canaveral;Uncrewed;91;0;75.25;90;73;82;0;0.24;SW;15;10;30;Cloudy;N;;;
;22-Ago-77;Cape Canaveral;Uncrewed;88;0;76.14;90;73;82;0;0.25;W;20;10;29.96;Cloudy;N;;;
;29-Feb-72;Cape Canaveral;Uncrewed;78;0;54.72;75;53;64;0;0.11;W;16;10;30.14;Cloudy;N;;;
;1-Mar-72;Cape Canaveral;Uncrewed;65;0;56.08;75;53;64;0.06;0.1;N;17;7;30.15;Rain;N;;;
 Pioneer 10;2-Mar-72;Cape Canaveral;Uncrewed;70;49;58.13;75;54;64;0;0.1;N;14;10;30.16;Partly Cloudy;Y;;;
;3-Mar-72;Cape Canaveral;Uncrewed;77;52;67.45;75;54;64;0;0.1;E;14;10;30.03;Partly Cloudy;N;;;
;4-Mar-72;Cape Canaveral;Uncrewed;90;68;76.13;75;54;65;0.1;0.1;S;16;10;29.97;Rain;N;;;
;4-Abr-73;Cape Canaveral;Uncrewed;78;56;68.54;79;58;69;0;0.08;NE;15;20;30.07;Fair;N;;;
;5-Abr-73;Cape Canaveral;Uncrewed;79;69;73.75;79;58;69;0;0.08;SE;20;15;30.08;Fair;N;;;
Pioneer 11;6-Abr-73;Cape Canaveral;Uncrewed;80;71;75.13;79;58;69;0;0.08;SE;18;15;30.09;Partly Cloudy;Y;;;
;7-Abr-73;Cape Canaveral;Uncrewed;83;73;77.26;80;58;69;0.13;0.08;S;18;15;30.06;Cloudy;N;;;
;8-Abr-73;Cape Canaveral;Uncrewed;84;77;79.23;80;59;69;0.05;0.08;SE;19;15;30.02;Cloudy;N;;;
;3-Feb-67;Cape Canaveral;Uncrewed;69;52;60.04;73;50;62;0;0.1;W;24;20;30.06;Thunder;N;;;
;4-Feb-67;Cape Canaveral;Uncrewed;61;45;52.46;73;50;62;0;0.09;NW;16;20;30.21;Cloudy;N;;;
Lunar Orbiter 3;5-Feb-67;Cape Canaveral;Uncrewed;71;0;49.66;73;51;62;0;0.09;E;12;15;30.03;Cloudy;Y;;;
;6-Feb-67;Cape Canaveral;Uncrewed;65;0;50.86;73;51;62;0;0.08;NW;23;20;30.04;Cloudy;N;;;
;7-Feb-67;Cape Canaveral;Uncrewed;60;44;50.96;73;51;62;0;0.09;N;12;20;30.17;Fair;N;;;
;2-May-67;Cape Canaveral;Uncrewed;80;58;71.38;83;64;74;0;0.06;SE;16;10;30.01;Fair;N;;;
;3-May-67;Cape Canaveral;Uncrewed;82;65;75.58;84;64;74;0;0.06;S;17;10;30;Fair;N;;;
Lunar Orbiter 4;4-May-67;Cape Canaveral;Uncrewed;81;66;75.17;84;64;74;0;0.07;E;14;10;30.03;Partly Cloudy;Y;;;
;5-May-67;Cape Canaveral;Uncrewed;82;67;75.3;84;64;74;0;0.06;E;15;10;30.03;Partly Cloudy;N;;;
;6-May-67;Cape Canaveral;Uncrewed;81;0;50.49;84;65;74;0.04;0.08;N;13;10;30.03;Cloudy;N;;;
;30-Jul-67;Cape Canaveral;Uncrewed;91;76;81.13;91;73;82;0.1;0.21;S;15;20;30.03;T-Storm;N;;;
;31-Jul-67;Cape Canaveral;Uncrewed;89;0;65.72;91;73;82;1.8;0.21;S;16;20;30.05;Rain;N;;;
Lunar Orbiter 5;1-Ago-67;Cape Canaveral;Uncrewed;89;0;77.4;91;73;82;0;0.24;SE;21;15;30.01;Partly Cloudy;Y;;;
;2-Ago-67;Cape Canaveral;Uncrewed;88;0;68.44;91;73;82;0.4;0.24;W;16;10;29.95;Cloudy;N;;;
;3-Ago-67;Cape Canaveral;Uncrewed;90;76;82.35;91;73;82;0;0.23;SW;20;10;29.98;Partly Cloudy;N;;;
;9-Oct-68;Cape Canaveral;Crewed;81;0;72.46;86;70;78;0;0.2;E;18;15;30.03;Cloudy;N;;;
;10-Oct-68;Cape Canaveral;Crewed;81;64;71.61;85;70;78;0;0.18;NE;16;15;30.04;Fair;N;;;
Apollo 7;11-Oct-68;Cape Canaveral;Crewed;80;61;70.82;85;69;77;0;0.18;W;13;15;30.03;Fair;Y;;;
;12-Oct-68;Cape Canaveral;Crewed;79;0;67.39;85;69;77;0;0.18;NW;17;15;30.11;Partly Cloudy;N;;;
;13-Oct-68;Cape Canaveral;Crewed;78;60;69.68;85;69;77;0;0.16;N;17;15;30.17;Partly Cloudy;N;;;
;19-Dic-68;Cape Canaveral;Crewed;60;36;49.13;73;52;62;0;0.1;N;15;20;30.39;Fair;N;;;
;20-Dic-68;Cape Canaveral;Crewed;73;53;65.04;73;52;62;0;0.09;NE;16;20;30.32;Cloudy;N;;;
Apollo 8;21-Dic-68;Cape Canaveral;Crewed;76;0;62.61;72;52;62;0;0.09;N;10;20;30.27;Cloudy;Y;;;
;22-Dic-68;Cape Canaveral;Crewed;76;63;68.75;72;52;62;0;0.09;NE;12;20;30.29;Cloudy;N;;;
;23-Dic-68;Cape Canaveral;Crewed;76;62;69.39;72;51;62;0;0.08;E;15;20;30.21;Cloudy;N;;;
;14-Jul-69;Kennedy;Crewed;95;0;71.96;91;73;82;0;0.17;W;32;15;30.03;Partly Cloudy;N;;;
;15-Jul-69;Kennedy;Crewed;89;0;72.33;91;73;82;0;0.18;E;18;20;30.11;Partly Cloudy;N;;;
Apollo 11;16-Jul-69;Kennedy;Crewed;91;0;58.3;91;73;82;1.2;0.17;E;29;20;30.08;Rain;Y;;;
;17-Jul-69;Kennedy;Crewed;91;0;65.36;91;73;82;0.5;0.18;E;17;20;30.03;Thunder;N;;;
;18-Jul-69;Kennedy;Crewed;90;0;68.35;91;73;82;0;0.17;S;17;20;30.06;Cloudy;N;;;
;12-Nov-69;Kennedy;Crewed;78;58;69.79;79;60;70;0;0.1;E;13;20;30.21;Cloudy;N;;;
;13-Nov-69;Kennedy;Crewed;80;72;75.75;79;60;70;0;0.1;E;16;20;30.2;Cloudy;N;;;
Apollo 12;14-Nov-69;Kennedy;Crewed;81;73;76.45;79;60;69;0;0.1;NE;17;20;30.11;Fair;Y;;;
;15-Nov-69;Kennedy;Crewed;83;0;68.79;79;60;69;0;0.09;S;16;20;30.11;Cloudy;N;;;
;16-Nov-69;Kennedy;Crewed;81;0;59.39;78;59;69;0.12;0.09;SE;17;15;29.96;Cloudy;N;;;
;9-Abr-70;Kennedy;Crewed;78;0;68.65;80;59;69;0;0.08;E;21;20;30.3;Cloudy;N;;;
;10-Abr-70;Kennedy;Crewed;83;0;72.87;80;59;69;0;0.07;E;17;20;30.27;Partly Cloudy;N;;;
Apollo 13;11-Abr-70;Kennedy;Crewed;85;0;69.04;80;59;70;0;0.08;SW;17;20;30.06;Cloudy;Y;;;
;12-Abr-70;Kennedy;Crewed;76;59;68.19;80;59;70;0;0.07;N;18;20;30.14;Fair;N;;;
;13-Abr-70;Kennedy;Crewed;78;0;62.85;80;59;70;0;0.07;NE;18;20;30.24;Cloudy;N;;;
;7-Feb-71;Kennedy;Crewed;82;64;72.04;73;51;62;0;0.08;S;14;10;30.08;Cloudy;N;;;
;8-Feb-71;Kennedy;Crewed;70;0;59.52;73;51;62;1.2;0.09;E;13;10;29.97;Rain;N;;;
Apollo 14;9-Feb-71;Kennedy;Crewed;71;0;58.26;73;51;62;0;0.08;N;13;15;30.15;Fair;Y;;;
;10-Feb-71;Kennedy;Crewed;76;0;68.46;73;51;62;0;0.09;E;16;15;30.13;Cloudy;N;;;
;11-Feb-71;Kennedy;Crewed;84;0;67.73;73;51;62;0.1;0.08;W;17;10;30.29;Cloudy;N;;;
;24-Jul-71;Kennedy;Crewed;90;73;82.87;91;73;82;0;0.2;E;21;10;30.1;Partly Cloudy;N;;;
;25-Jul-71;Kennedy;Crewed;93;78;85.68;91;73;82;0;0.2;NE;15;7;30.21;Partly Cloudy;N;;;
Apollo 15;26-Jul-71;Kennedy;Crewed;93;0;83.05;91;73;82;0;0.21;SE;16;10;30.15;Partly Cloudy;Y;;;
;27-Jul-71;Kennedy;Crewed;92;83;87.45;91;73;82;0;0.2;E;17;10;30.16;Partly Cloudy;N;;;
;28-Jul-71;Kennedy;Crewed;93;0;82.78;91;73;82;0;0.21;E;18;15;30.14;Partly Cloudy;N;;;
;14-Abr-72;Kennedy;Crewed;87;0;74.36;81;60;70;0;0.07;E;14;7;30.01;Cloudy;N;;;
;15-Abr-72;Kennedy;Crewed;87;0;66.71;81;60;70;0.1;81;NE;21;7;30.04;Partly Cloudy;N;;;
Apollo 16;16-Abr-72;Kennedy;Crewed;88;71;77.67;81;60;70;0;0.07;E;14;10;30.11;Cloudy;Y;;;
;17-Abr-72;Kennedy;Crewed;89;74;79.48;81;60;71;0;0.06;E;13;15;30.14;Cloudy;N;;;
;18-Abr-72;Kennedy;Crewed;89;0;73.32;81;60;71;0;0.07;NE;20;10;30.07;Fair;N;;;
;21-Mar-65;Cape Canaveral;Crewed;71;0;51.24;77;56;67;0.2;0.11;SE;23;15;30.04;Rain;N;;;
;22-Mar-65;Cape Canaveral;Crewed;86;0;69.29;77;56;67;0;0.1;W;17;15;29.87;Partly Cloudy;N;;;
Gemini 3;23-Mar-65;Cape Canaveral;Crewed;79;56;65.04;78;56;67;0;0.11;NW;17;10;29.99;Fair;Y;;;
;24-Mar-65;Cape Canaveral;Crewed;85;56;67.87;78;56;67;0;0.11;W;14;20;30.04;Fair;N;;;
;25-Mar-65;Cape Canaveral;Crewed;75;0;55.74;78;56;67;0;0.11;W;14;30;30.18;Cloudy;N;;;
;1-Jun-65;Cape Canaveral;Crewed;99;72;83.77;88;70;79;0;0.19;W;15;20;29.99;Partly Cloudy;N;;;
;2-Jun-65;Cape Canaveral;Crewed;95;0;77.68;88;71;79;0;0.2;W;14;10;29.99;Fair;N;;;
Gemini 4;3-Jun-65;Cape Canaveral;Crewed;97;75;84.81;88;71;79;0;0.19;E;13;10;30;Partly Cloudy;Y;;;
;4-Jun-65;Cape Canaveral;Crewed;97;76;84.76;88;71;80;0;0.2;NE;14;10;30.91;Fair;N;;;
;5-Jun-65;Cape Canaveral;Crewed;88;74;81.76;88;71;80;0;0.2;E;9;10;29.99;Partly Cloudy;N;;;
;19-Ago-65;Cape Canaveral;Crewed;92;0;70.85;90;73;82;0.6;0.26;SW;15;10;30.01;Rain;N;;;
;20-Ago-65;Cape Canaveral;Crewed;92;0;68.3;90;73;82;0.1;0.24;SE;17;10;30.06;Cloudy;N;;;
Gemini 5;21-Ago-65;Cape Canaveral;Crewed;90;0;74.52;90;73;82;0.5;0.24;S;23;10;30.06;Cloudy;Y;;;
;22-Ago-65;Cape Canaveral;Crewed;90;73;90.79;90;73;82;0;0.25;S;13;10;30.04;Partly Cloudy;N;;;
;23-Ago-65;Cape Canaveral;Crewed;90;73;82;90;73;82;0;0.24;E;9;10;30.06;Cloudy;N;;;
;2-Dic-65;Cape Canaveral;Crewed;84;62;72.5;76;56;66;0.05;0.08;W;15;20;30.08;Rain;N;;;
;3-Dic-65;Cape Canaveral;Crewed;68;51;60.74;75;56;66;0;0.09;NE;17;20;30.17;Partly Cloudy;N;;;
Gemini 7;4-Dic-65;Cape Canaveral;Crewed;77;67;71.52;75;55;65;0;0.08;E;15;10;30.19;Cloudy;Y;;;
;5-Dic-65;Cape Canaveral;Crewed;73;0;48.91;75;55;65;1.2;0.09;E;14;7;30.1;T-Storm;N;;;
;6-Dic-65;Cape Canaveral;Crewed;66;0;53.52;75;55;65;0;0.09;NW;17;20;30.11;Cloudy;N;;;
;14-Mar-66;Cape Canaveral;Crewed;79;0;46.55;76;55;66;0;0.11;S;29;20;30.02;Cloudy;N;;;
;15-Mar-66;Cape Canaveral;Crewed;81;0;56.14;77;55;66;0;0.11;S;20;20;29.96;Cloudy;N;;;
Gemini 8;16-Mar-66;Cape Canaveral;Crewed;85;0;64.81;77;55;66;0;0.11;S;16;15;29.95;Cloudy;Y;;;
;17-Mar-66;Cape Canaveral;Crewed;76;0;65.56;77;55;66;0;0.12;NE;14;10;30.04;Partly Cloudy;N;;;
;18-Mar-66;Cape Canaveral;Crewed;77;67;71.76;77;55;66;0;0.11;SE;18;10;30.11;Fair;N;;;
;1-Jun-66;Cape Canaveral;Crewed;88;75;81.5;88;70;79;0;0.19;SE;17;20;29.87;Cloudy;N;;;
;2-Jun-66;Cape Canaveral;Crewed;88;75;80.96;88;71;79;0;0.2;E;16;15;29.88;Partly Cloudy;N;;;
Gemini 9A;3-Jun-66;Cape Canaveral;Crewed;87;0;74.4;88;71;79;0;0.19;E;15;15;29.96;Cloudy;Y;;;
;4-Jun-66;Cape Canaveral;Crewed;86;79;81.79;88;71;80;0;0.2;E;17;10;29.96;Partly Cloudy;N;;;
;5-Jun-66;Cape Canaveral;Crewed;87;0;78.54;88;71;80;0.1;0.2;NE;17;15;29.88;Rain;N;;;
;25-May-20;Cape Canaveral;Crewed;79;72;74.91;87;69;78;0.16;0.15;E;18;10;29.92;Light Rain;N;;;
;26-May-20;Cape Canaveral;Crewed;85;74;78;87;69;78;1.68;0.14;SW;17;10;29.87;Cloudy;N;;;
Space X Dragon;27-May-20;Cape Canaveral;Crewed;86;70;75.02;87;70;79;0.28;0.15;S;32;10;29.98;Heavy T-Storm;N;;;
;28-May-20;Cape Canaveral;Crewed;87;71;79.36;87;70;79;0;0.15;S;20;10;30.08;Thunder;N;;;
;29-May-20;Cape Canaveral;Crewed;86;72;79.5;88;70;79;0.01;0.16;SE;18;10;30.05;Fair;N;;;
;28-May-20;Cape Canaveral;Crewed;87;71;79.36;87;70;79;0;0.15;S;20;10;30.08;Thunder;N;;;
;29-May-20;Cape Canaveral;Crewed;86;72;79.5;88;70;79;0.01;0.16;SE;18;10;30.05;Fair;N;;;
Space X Dragon;30-May-20;Cape Canaveral;Crewed;87;75;79.69;88;70;79;0;0.16;SE;16;10;30.03;Fair;Y;;;
;31-May-20;Cape Canaveral;Crewed;87;72;79.7;88;70;79;0.46;0.16;E;13;10;30.01;Cloudy;N;;;
;1-Jun-20;Cape Canaveral;Crewed;85;76;80.31;88;70;79;0;0.19;E;16;10;30.08;Cloudy;N;;;
